Impressions,Approved_Conversion_Rate,Cost_per_Approved_Conversion,Spent,Spent_x_Clicks,Conversion_Rate,Cost_per_Conversion,Clicks,interest,ROAS
1185,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,63,0.0
13019,0.0,6960000038.0,6.960000038,34.800000190000006,20.0,6.96000003104,5,65,0.0
2508,0.0,1220000028.9999998,1.220000029,1.220000029,100.0,1.2200000277799998,1,25,0.0
5864,50.0,2.7999999491999996,2.799999952,5.599999904,50.0,2.7999999491999996,2,27,0.35714286313775523
2783,0.0,1600000024.0,1.600000024,1.600000024,100.0,1.6000000224,1,20,0.0
3812,100.0,1.1299999938699998,1.129999995,1.129999995,200.0,0.5649999972174999,1,15,0.8849557553449762
11199,25.0,5.73000001327,5.730000019,22.920000076,25.0,5.73000001327,4,10,0.17452006919888283
292,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,19,0.0
17572,0.0,9379999995.0,9.379999995,65.659999965,14.285714285714285,9.37999998562,7,63,0.0
1448,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
1772,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
13329,25.0,5.62999998937,5.629999995,22.51999998,25.0,5.62999998937,4,10,0.17761989355425922
13659,0.0,3840000032.9999995,3.840000033,11.520000099,33.33333333333333,3.8400000291599996,3,15,0.0
739,inf,0.0,0.0,0.0,inf,0.0,0,21,999999999.9999999
605,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,25,0.0
1030,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,26,0.0
5374,0.0,1039999961.9999999,1.039999962,1.039999962,400.0,0.259999990435,1,29,0.0
790,inf,0.0,0.0,0.0,inf,0.0,0,36,999999999.9999999
962,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,36,0.0
4423,100.0,1.4600000365399999,1.460000038,1.460000038,100.0,1.4600000365399999,1,10,0.6849314885532
12382,50.0,2.8399999111599996,2.839999914,5.679999828,50.0,2.8399999111599996,2,16,0.35211268659492195
2938,100.0,1.35000002265,1.350000024,1.350000024,100.0,1.35000002265,1,20,0.7407407270233198
239,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,23,0.0
591,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,26,0.0
10332,0.0,5750000000.0,5.75,23.0,25.0,5.7499999942499995,4,27,0.0
8259,0.0,3980000019.0,3.980000019,11.940000057,33.33333333333333,3.98000001502,3,28,0.0
12158,0.0,4449999928.0,4.449999928,13.349999784000001,33.33333333333333,4.44999992355,3,29,0.0
7709,0.0,1320000051.9999998,1.320000052,2.640000104,100.0,0.6600000256699999,2,29,0.0
834,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,36,0.0
1299,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,18,0.0
371,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,19,0.0
10466,0.0,4090000032.9999995,4.090000033,12.270000099,33.33333333333333,4.09000002891,3,29,0.0
839,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,31,0.0
5576,100.0,1.52999996947,1.529999971,1.529999971,100.0,1.52999996947,1,10,0.6535947832030418
4010,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
39337,14.285714285714285,10.030000079969998,10.03000009,70.21000063,14.285714285714285,10.030000079969998,7,16,0.0997008964035113
1635,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,18,0.0
1631,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,18,0.0
13479,0.0,4249999999.9999995,4.25,12.75,33.33333333333333,4.24999999575,3,26,0.0
57022,23.076923076923077,6.763333437745556,20.29000032,263.77000416,23.076923076923077,6.763333437745556,13,27,0.14785608440306539
5453,100.0,1.38999998461,1.389999986,1.389999986,100.0,1.38999998461,1,27,0.7194244671600849
11803,0.0,4440000056.999999,4.440000057,13.320000171,33.33333333333333,4.440000052559999,3,29,0.0
4259,100.0,1.5700000504299998,1.570000052,1.570000052,100.0,1.5700000504299998,1,31,0.6369426536573499
1554,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,64,0.0
5323,100.0,1.28999996071,1.289999962,1.289999962,100.0,1.28999996071,1,64,0.7751938206838537
5024,100.0,1.40999996559,1.409999967,1.409999967,100.0,1.40999996559,1,10,0.7092198742517984
104648,8.333333333333332,16.6650000116675,33.33000004,799.92000096,16.666666666666664,8.332500007916876,24,16,0.060006000526245246
8504,33.33333333333333,3.3400000896599997,3.340000093,10.020000279,33.33333333333333,3.3400000896599997,3,22,0.2994011891785294
20277,0.0,8050000071.999999,8.050000072,48.300000432,16.666666666666664,8.050000063949998,6,27,0.0
12403,25.0,5.21000003279,5.210000038,20.840000152,25.0,5.21000003279,4,29,0.19193857821773422
498,inf,0.0,0.0,0.0,inf,0.0,0,32,999999999.9999999
652,1.8018018018018018,0.0,0.0,0.0,19.929078014184398,0.0,0,36,0.0
1357,inf,0.0,0.0,0.0,inf,0.0,0,63,999999999.9999999
1393,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,64,0.0
648,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,7,0.0
708,inf,0.0,0.0,0.0,inf,0.0,0,21,999999999.9999999
6907,0.0,2349999964.0,2.349999964,4.699999928,50.0,2.34999996165,2,26,0.0
39035,0.0,19329999569.999996,19.32999957,251.28999440999996,7.6923076923076925,19.329999550669996,13,27,0.0
926,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,28,0.0
4412,0.0,1450000047.9999998,1.450000048,1.450000048,100.0,1.4500000465499998,1,63,0.0
9965,0.0,4050000071.9999995,4.050000072,12.150000215999999,33.33333333333333,4.050000067949999,3,64,0.0
73634,0.0,32979999779.999996,32.97999978,758.53999494,4.3478260869565215,32.979999747019995,23,10,0.0
69708,0.0,31289999489.999996,31.28999949,625.7999898,5.0,31.289999458709996,20,15,0.0
530,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,19,0.0
14257,0.0,8789999961.999998,8.789999962,52.739999772,16.666666666666664,8.78999995321,6,20,0.0
20362,20.0,9.11999987688,9.119999886,45.599999430000004,20.0,9.11999987688,5,27,0.10964912416560865
12215,0.0,6260000110.0,6.26000011,25.04000044,25.0,6.2600001037399995,4,27,0.0
85412,3.571428571428571,38.63999995136,38.63999999,1081.91999972,7.142857142857142,19.31999998534,28,29,0.025879917190292943
2338,0.0,239999994.99999997,0.239999995,0.239999995,100.0,0.23999999475999997,1,2,0.0
2522,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,15,0.0
3587,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
1273,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,27,0.0
3891,0.0,1090000032.9999998,1.090000033,1.090000033,100.0,1.0900000319099998,1,28,0.0
1888,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
1895,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
715,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,7,0.0
11199,0.0,2680000067.0,2.680000067,5.360000134,50.0,2.6800000643199997,2,16,0.0
5676,0.0,3009999989.9999995,3.00999999,6.01999998,50.0,3.0099999869899996,2,63,0.0
1415,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
2148,100.0,1.58000004142,1.580000043,1.580000043,100.0,1.58000004142,1,30,0.6329113747796832
45401,0.0,14060000419.999998,14.06000042,140.6000042,10.0,14.060000405939999,10,16,0.0
7478,50.0,2.9000000921,2.900000095,5.80000019,50.0,2.9000000921,2,18,0.3448275747919147
4919,0.0,1590000032.9999998,1.590000033,1.590000033,100.0,1.5900000314099998,1,18,0.0
533,inf,0.0,0.0,0.0,inf,0.0,0,20,999999999.9999999
1447,inf,0.0,0.0,0.0,inf,0.0,0,29,999999999.9999999
17553,0.0,4590000153.0,4.590000153,13.770000459,33.33333333333333,4.59000014841,3,16,0.0
3343,0.0,540000021.0,0.540000021,0.540000021,100.0,0.54000002046,1,20,0.0
523,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,23,0.0
1873,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,26,0.0
34740,14.285714285714285,13.410000076589998,13.41000009,93.87000063,14.285714285714285,13.410000076589998,7,27,0.07457121500477401
658,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,32,0.0
1539,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,64,0.0
3010,100.0,0.86000001314,0.860000014,0.860000014,100.0,0.86000001314,1,31,1.1627906773931858
27081,11.11111111111111,10.770000449229999,10.77000046,96.93000414000001,11.11111111111111,10.770000449229999,9,10,0.0928505067034277
20233,0.0,5590000153.0,5.590000153,22.360000612,75.0,1.8633333837122221,4,16,0.0
147159,2.7777777777777777,58.16000038183999,58.16000044,2093.76001584,8.333333333333332,19.38666680687111,36,16,0.017193947600025263
21664,14.285714285714285,10.619999759379999,10.61999977,74.33999839,14.285714285714285,10.619999759379999,7,18,0.09416196059916092
9112,25.0,5.46000003254,5.460000038,21.840000152,25.0,5.46000003254,4,19,0.18315018184196755
542,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,21,0.0
402,inf,0.0,0.0,0.0,inf,0.0,0,30,999999999.9999999
1338,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,64,0.0
46150,6.666666666666667,20.17999980982,20.17999983,302.69999745,6.666666666666667,20.17999980982,15,10,0.04955401429012034
493821,0.8620689655172413,176.37999752361998,176.3799977,20460.0797332,3.4482758620689653,44.09499941397625,116,16,0.0056695771234514
92011,3.7037037037037033,34.39000042561,34.39000046,928.53001242,7.4074074074074066,17.195000221402502,27,16,0.029078220023115456
12956,25.0,5.49000000451,5.49000001,21.96000004,25.0,5.49000000451,4,18,0.18214936211226904
529,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,19,0.0
944,0.0,1419999956.9999998,1.419999957,1.419999957,100.0,1.4199999555799998,1,24,0.0
111090,2.631578947368421,51.970000218029995,51.97000027,1974.86001026,13.157894736842104,10.3940000519212,38,26,0.01924187020945648
7208,0.0,3190000057.0,3.190000057,6.380000114,50.0,3.19000005381,2,10,0.0
1746,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
2474,inf,0.0,0.0,0.0,inf,0.0,0,15,1999999999.9999998
12489,0.0,1960000037.9999998,1.960000038,3.920000076,50.0,1.9600000360399998,2,16,0.0
8032,0.0,600000023.9999999,0.600000024,0.600000024,200.0,0.30000001184999997,1,16,0.0
472,inf,0.0,0.0,0.0,inf,0.0,0,21,999999999.9999999
792,inf,0.0,0.0,0.0,inf,0.0,0,64,999999999.9999999
4607,100.0,1.1499999748499998,1.149999976,1.149999976,100.0,1.1499999748499998,1,15,0.869565234782609
13355,50.0,3.1800000638199997,3.180000067,6.360000134,50.0,3.1800000638199997,2,16,0.314465402080614
2936,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
2793,100.0,0.9800000180199999,0.980000019,0.980000019,100.0,0.9800000180199999,1,22,1.0204081424406501
1032,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,28,0.0
1662,inf,0.0,0.0,0.0,inf,0.0,0,29,999999999.9999999
4016,50.0,1.48000004752,1.480000049,2.960000098,50.0,1.48000004752,2,2,0.6756756528487955
14843,33.33333333333333,2.93999993506,2.939999938,8.819999814,33.33333333333333,2.93999993506,3,16,0.3401360614790135
9674,33.33333333333333,4.6000000193999995,4.600000024,13.800000072,33.33333333333333,4.6000000193999995,3,10,0.2173913031663516
12186,0.0,2669999956.9999995,2.669999957,5.339999914,50.0,2.6699999543299997,2,16,0.0
673,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,20,0.0
370,inf,0.0,0.0,0.0,inf,0.0,0,21,999999999.9999999
450,inf,0.0,0.0,0.0,inf,0.0,0,26,999999999.9999999
2077,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
31393,12.5,10.96000049904,10.96000051,87.68000408,12.5,10.96000049904,8,10,0.09124087165838636
8410,50.0,2.35999989264,2.359999895,4.71999979,50.0,2.35999989264,2,15,0.423728832232118
25884,0.0,7350000142.999999,7.350000143,36.750000715,20.0,7.350000135649999,5,16,0.0
608,inf,0.0,0.0,0.0,inf,0.0,0,21,999999999.9999999
28488,0.0,9340000033.0,9.340000033,93.40000033000001,10.0,9.34000002366,10,22,0.0
10126,0.0,4619999885.999999,4.619999886,13.859999658,33.33333333333333,4.619999881379999,3,26,0.0
22572,0.0,8499999999.999999,8.5,42.5,20.0,8.4999999915,5,27,0.0
1955,inf,0.0,0.0,0.0,inf,0.0,0,27,999999999.9999999
493,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,30,0.0
1491,inf,0.0,0.0,0.0,inf,0.0,0,63,999999999.9999999
1495,inf,0.0,0.0,0.0,inf,0.0,0,64,999999999.9999999
512,1.8018018018018018,0.0,0.0,0.0,19.929078014184398,0.0,0,21,0.0
4868,0.0,2420000076.0,2.420000076,4.840000152,50.0,2.42000007358,2,25,0.0
6585,0.0,2950000048.0,2.950000048,5.900000096,50.0,2.95000004505,2,26,0.0
10164,50.0,3.7200000252799996,3.720000029,7.440000058,50.0,3.7200000252799996,2,27,0.2688172021331946
11182,0.0,4449999809.0,4.449999809,17.799999236,25.0,4.44999980455,4,29,0.0
1238,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,63,0.0
34127,0.0,13070000170.0,13.07000017,104.56000136,12.5,13.070000156929998,8,16,0.0
29466,0.0,10849999670.0,10.84999967,75.94999769,28.57142857142857,5.4249998322875,7,16,0.0
38759,0.0,10849999670.0,10.84999967,97.64999703000001,11.11111111111111,10.84999965915,9,16,0.0
41720,10.0,12.06000004794,12.06000006,120.6000006,10.0,12.06000004794,10,16,0.08291873921575099
18602,0.0,8860000134.0,8.860000134,44.30000067,20.0,8.86000012514,5,15,0.0
83929,4.761904761904762,27.72999951227,27.72999954,582.32999034,19.047619047619047,6.932499883266876,21,16,0.03606202728281538
25194,0.0,7349999904.999999,7.349999905,44.09999943,16.666666666666664,7.349999897649999,6,16,0.0
78627,0.0,26530000449.999996,26.53000045,504.07000855,5.263157894736842,26.530000423469996,19,16,0.0
102695,0.0,39429999830.0,39.42999983,985.74999575,12.0,13.143333272285556,25,16,0.0
82827,0.0,47930000309.99999,47.93000031,1150.32000744,12.5,15.976666764674443,24,27,0.0
9240,0.0,6039999961.999999,6.039999962,18.119999886,33.33333333333333,6.039999955959999,3,27,0.0
7706,0.0,2369999886.0,2.369999886,4.739999772,50.0,2.36999988363,2,29,0.0
7821,25.0,6.34000014666,6.340000153,25.360000612,25.0,6.34000014666,4,31,0.15772870279334064
1363,inf,0.0,0.0,0.0,inf,0.0,0,64,999999999.9999999
3569,inf,0.0,0.0,0.0,inf,0.0,0,15,999999999.9999999
119063,0.0,53219999489.99999,53.21999949,1809.47998266,2.941176470588235,53.21999943677999,34,16,0.0
99078,0.0,35799999479.99999,35.79999948,823.3999880399999,8.695652173913043,17.89999973105,23,16,0.0
452398,0.0,180220001200.0,180.2200012,20545.080136800003,0.8771929824561403,180.22000101978,114,16,0.0
191223,0.0,76410000560.0,76.41000056,3667.68002688,2.083333333333333,76.41000048359,48,10,0.0
22216,0.0,9549999952.0,9.549999952,57.299999712,16.666666666666664,9.54999994245,6,10,0.0
48291,0.0,18019999980.0,18.01999998,198.21999978000002,9.090909090909092,18.01999996198,11,10,0.0
27559,0.0,13369999999.999998,13.37,106.96,12.5,13.369999986629999,8,63,0.0
10194,25.0,4.5900000284099995,4.590000033,18.360000132,50.0,2.2950000153524996,4,25,0.21786492213346245
1168,inf,0.0,0.0,0.0,inf,0.0,0,23,999999999.9999999
40126,0.0,25860000010.0,25.86000001,413.76000016,6.25,25.85999998414,16,21,0.0
3659,100.0,0.49000000950999995,0.49000001,0.49000001,100.0,0.49000000950999995,1,19,2.0408162807163692
3200,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
7550,100.0,1.67999994632,1.679999948,1.679999948,100.0,1.67999994632,1,29,0.5952381133078236
45397,6.666666666666667,25.419999334579998,25.41999936,381.29999039999996,6.666666666666667,25.419999334579998,15,28,0.03933910405734412
23086,50.0,3.3100000586899996,3.310000062,6.620000124,50.0,3.3100000586899996,2,16,0.30211479787515644
16425,0.0,1549999952.0,1.549999952,1.549999952,100.0,1.54999995045,1,16,0.0
43756,0.0,5439999937.999999,5.439999938,27.19999969,0.0,5439999937.999999,5,16,0.0
9982,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
175389,0.0,81609997870.0,81.60999787,4488.54988285,1.8181818181818181,81.60999778838999,55,26,0.0
7015,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,15,0.0
12706,33.33333333333333,4.98999988501,4.98999989,14.96999967,33.33333333333333,4.98999988501,3,65,0.20040080598069895
70702,0.0,31709999799.999996,31.7099998,634.1999959999999,5.0,31.709999768289997,20,65,0.0
63927,0.0,25520000459.999996,25.52000046,408.32000736,12.5,12.760000223619999,16,63,0.0
15105,0.0,4259999989.9999995,4.25999999,12.779999969999999,33.33333333333333,4.2599999857399995,3,63,0.0
8774,0.0,1830000043.0,1.830000043,1.830000043,100.0,1.83000004117,1,15,0.0
14459,0.0,1389999986.0,1.389999986,1.389999986,100.0,1.38999998461,1,16,0.0
21596,0.0,2809999942.9999995,2.809999943,5.619999886,50.0,2.8099999401899995,2,16,0.0
66765,0.0,11049999710.0,11.04999971,88.39999768,12.5,11.04999969895,8,16,0.0
1369,inf,0.0,0.0,0.0,inf,0.0,0,7,999999999.9999999
26910,0.0,7229999781.0,7.229999781,36.149998905000004,20.0,7.2299997737699995,5,10,0.0
506,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,2,0.0
11988,0.0,4269999861.9999995,4.269999862,12.809999586,33.33333333333333,4.269999857729999,3,63,0.0
19353,16.666666666666664,9.479999890519998,9.4799999,56.879999399999996,16.666666666666664,9.479999890519998,6,64,0.10548523316909685
10960,0.0,2890000104.9999995,2.890000105,5.78000021,50.0,2.8900001021099997,2,29,0.0
33491,16.666666666666664,10.56999967943,10.56999969,63.41999814,33.33333333333333,5.284999842357499,6,15,0.09460738214131326
20083,50.0,3.2000000448,3.200000048,6.400000096,100.0,1.6000000232,2,15,0.3124999952148438
8817,inf,0.0,0.0,0.0,inf,0.0,0,16,999999999.9999999
15466,0.0,970000029.0,0.970000029,0.970000029,100.0,0.97000002803,1,16,0.0
27072,0.0,4370000004.999999,4.370000005,13.110000014999999,33.33333333333333,4.370000000629999,3,16,0.0
15753,100.0,0.56999999243,0.569999993,0.569999993,100.0,0.56999999243,1,16,1.7543859833795015
3523,100.0,1.8099999411899999,1.809999943,1.809999943,100.0,1.8099999411899999,1,19,0.5524862049387997
7745,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
18709,0.0,3319999933.0,3.319999933,6.639999866,50.0,3.31999992968,2,16,0.0
8022,inf,0.0,0.0,0.0,inf,0.0,0,16,999999999.9999999
7966,100.0,1.17999994682,1.179999948,1.179999948,100.0,1.17999994682,1,10,0.8474576637460515
4132,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
12785,33.33333333333333,4.73000001427,4.730000019,14.190000057,66.66666666666666,2.3650000083175,3,10,0.21141648959231926
8213,100.0,1.3799999936199998,1.379999995,1.379999995,100.0,1.3799999936199998,1,10,0.7246376832598194
545,inf,0.0,0.0,0.0,inf,0.0,0,2,999999999.9999999
2479,0.0,1259999990.0,1.25999999,1.25999999,100.0,1.25999998874,1,23,0.0
3812,0.0,3049999951.9999995,3.049999952,6.099999904,50.0,3.0499999489499996,2,2,0.0
1609,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,21,0.0
10257,33.33333333333333,3.5799999204199997,3.579999924,10.739999772000001,33.33333333333333,3.5799999204199997,3,20,0.2793296147904249
12356,0.0,6279999970.999999,6.279999971,25.119999884,25.0,6.279999964719999,4,10,0.0
7410,0.0,1210000038.0,1.210000038,1.210000038,100.0,1.21000003679,1,18,0.0
140098,0.0,46630000109.99999,46.63000011,1305.64000308,3.571428571428571,46.63000006336999,28,16,0.0
107021,0.0,34440000120.0,34.44000012,688.8000024,5.0,34.440000085559994,20,16,0.0
2797,0.0,1289999962.0,1.289999962,1.289999962,100.0,1.28999996071,1,36,0.0
16461,0.0,9219999789.999998,9.21999979,55.319998739999996,16.666666666666664,9.219999780779998,6,7,0.0
17488,0.0,7719999909.0,7.719999909,38.599999545,20.0,7.71999990128,5,63,0.0
9750,50.0,1.4999999984999999,1.5,3.0,50.0,1.4999999984999999,2,10,0.6666666662222221
1136,inf,0.0,0.0,0.0,inf,0.0,0,36,999999999.9999999
4333,100.0,0.18000000681999997,0.180000007,0.180000007,100.0,0.18000000681999997,1,63,5.555555308641987
6260,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
6359,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
2383,inf,0.0,0.0,0.0,inf,0.0,0,63,999999999.9999999
11292,33.33333333333333,5.38999986061,5.389999866,16.169999598,33.33333333333333,5.38999986061,3,27,0.1855287615353108
12729,0.0,5779999852.0,5.779999852,23.119999408,25.0,5.77999984622,4,64,0.0
1898,inf,0.0,0.0,0.0,inf,0.0,0,64,999999999.9999999
1882,inf,0.0,0.0,0.0,inf,0.0,0,64,999999999.9999999
2883,100.0,0.99000000901,0.99000001,0.99000001,100.0,0.99000000901,1,65,1.0101009988776657
3989,0.0,1279999971.0,1.279999971,1.279999971,100.0,1.27999996972,1,7,0.0
19603,25.0,5.279999965719999,5.279999971,21.119999884,25.0,5.279999965719999,4,29,0.1893939403983012
3047,0.0,1379999994.9999998,1.379999995,1.379999995,100.0,1.3799999936199998,1,24,0.0
3029,100.0,1.04999995095,1.049999952,1.049999952,100.0,1.04999995095,1,24,0.9523809950113397
3490,100.0,1.3400000316599998,1.340000033,1.340000033,100.0,1.3400000316599998,1,26,0.7462686377812435
2479,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,28,0.0
19581,0.0,10429999830.0,10.42999983,73.00999881,28.57142857142857,5.2149999123925,7,19,0.0
19537,0.0,6099999904.999999,6.099999905,30.499999525,20.0,6.099999898899999,5,29,0.0
59433,0.0,19659999490.0,19.65999949,235.91999388,25.0,6.553333161148889,12,16,0.0
157534,0.0,56190000769.99999,56.19000077,1854.27002541,6.0606060606060606,28.095000370952498,33,16,0.0
1781,inf,0.0,0.0,0.0,inf,0.0,0,7,999999999.9999999
23769,0.0,6029999852.0,6.029999852,24.119999408,25.0,6.02999984597,4,16,0.0
7101,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
4726,100.0,1.83000004117,1.830000043,1.830000043,100.0,1.83000004117,1,64,0.5464480742930518
5209,0.0,959999979.0,0.959999979,0.959999979,200.0,0.47999998926,1,19,0.0
13473,0.0,2619999945.0,2.619999945,7.859999835,100.0,0.8733333147088889,3,18,0.0
500,inf,0.0,0.0,0.0,inf,0.0,0,2,999999999.9999999
4616,0.0,1360000013.9999998,1.360000014,1.360000014,100.0,1.3600000126399998,1,20,0.0
3279,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,31,0.0
3288,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,31,0.0
14615,0.0,6050000190.999999,6.050000191,24.200000764,25.0,6.050000184949999,4,27,0.0
56615,0.0,19880000350.0,19.88000035,238.56000419999998,16.666666666666664,9.940000170029998,12,27,0.0
11735,33.33333333333333,4.529999966469999,4.529999971,13.589999913,33.33333333333333,4.529999966469999,3,26,0.22075055324084228
